자치구,행정동_코드,행정동_코드_명,금융MBTI,군집,대표_아파트_단지,상권_유형,상권_원형,접근성_교통_키워드,상권_장점_키워드,상권_단점_리스크_키워드,주요_배후수요_특성,키워드_접근성인프라,키워드_소비배후수요,키워드_환경리스크,추천_유망_업종,비추천_주의_업종,타깃_업종,업종_공백,업종_강점,상권_한줄평,유형,사분면,기회_유형,기회점수,기회순위,배율,격차금액_분기,잔차_추세,기회_인사이트,해석주의,상주인구,직장인구,직주비,청년비율,청년인구비율,1인가구비율,아파트_평균_시가,아파트비중순위,지하철역,집객시설,경도,위도
금천구,11545690,시흥3동,생활압박형,1,"롯데캐슬골드파크1~3차(주상복합), 벽산1·5단지, 남서울힐스테이트",신축복합몰·개발호재형,가족·아파트단지형,"1호선 금천구청역, 독산역, 신안산선 개통 예정 호재","롯데캐슬골드파크(롯데마트/홈플러스) 중심 현대화, 금천구청 행정타운, 신안산선 미래가치","노후 철공소/유통상가 혼재, 1호선 지상철 소음, 서부간선도로 정체","신축 주거지 3040 맞벌이 가족, 지역 토착 서민층",#역세권공백 #몰세권 #교통호재,#가성비선호 #가족세대 #3040맞벌이 #신축입주,#교통정체 #노후상권 #공업지대혼재,"마트 연계 근린식음, 가족형 병원, 생활밀착 프랜차이즈, 피트니스","초고가 사치재, 청년 트렌드 전용 팝업","[데이터] 의원(내과·소아과·치과)·약국 / 학원·스터디카페·키즈교육  [현장키워드] 마트 연계 근린식음, 가족형 병원, 생활밀착 프랜차이즈, 피트니스","의료비(×0.44), 교육(×0.46)","생활용품(×4.36), 유흥(×2.24)",롯데캐슬골드파크 대단지 조성과 신안산선 호재로 상권 체질이 급격히 개선 중인 서남부 상권,기대수준,안정(저평가),② 유출보완형 기회,38.3,176.0,0.7766809643817905,-458851593.1172793,-0.0219804192458864,"[가족·아파트단지형] 인구·인프라로 본 기대소비 대비 실제 ×0.78 (분기 약 5억 원 밑돎, 추세 보합). 유사 원형 동 대비 의료비(×0.44), 교육(×0.46) 비중이 낮아 해당 업종 공급 여지. 생활용품(×4.36), 유흥(×2.24)은 이미 강세라 신규 진입 시 차별화 필요. 수요 대비 소비가 꾸준히 밖으로 샘 — 빠진 필수업종을 채우는 근린형 진입.",,10698.550833333333,1928.6666666666667,0.1909780360484586,0.2403230572244656,0.266629401900503,0.1525451835289733,164661707.0,0.9952830188679244,0.0,66.0,126.90599582012102,37.44008033489764
금천구,11545700,시흥4동,생활압박형,1,"롯데캐슬골드파크1~3차(주상복합), 벽산1·5단지, 남서울힐스테이트",신축복합몰·개발호재형,가족·아파트단지형,"1호선 금천구청역, 독산역, 신안산선 개통 예정 호재","롯데캐슬골드파크(롯데마트/홈플러스) 중심 현대화, 금천구청 행정타운, 신안산선 미래가치","노후 철공소/유통상가 혼재, 1호선 지상철 소음, 서부간선도로 정체","신축 주거지 3040 맞벌이 가족, 지역 토착 서민층",#역세권공백 #몰세권 #교통호재,#가성비선호 #가족세대 #주말나들이 #3040맞벌이 #신축입주,#교통정체 #노후상권 #공업지대혼재,"마트 연계 근린식음, 가족형 병원, 생활밀착 프랜차이즈, 피트니스","초고가 사치재, 청년 트렌드 전용 팝업","[데이터] 음식점·카페·배달전문점 / 피트니스·필라테스·키즈카페·공방  [현장키워드] 마트 연계 근린식음, 가족형 병원, 생활밀착 프랜차이즈, 피트니스","음식(×0.44), 여가·문화(×0.60)",식료품(×1.92),롯데캐슬골드파크 대단지 조성과 신안산선 호재로 상권 체질이 급격히 개선 중인 서남부 상권,기대수준,안정(저평가),② 유출보완형 기회,49.1,145.0,0.8719116467848291,-197618429.8007908,0.0159810397152119,"[가족·아파트단지형] 인구·인프라로 본 기대소비 대비 실제 ×0.87 (분기 약 2억 원 밑돎, 추세 보합). 유사 원형 동 대비 음식(×0.44), 여가·문화(×0.60) 비중이 낮아 해당 업종 공급 여지. 식료품(×1.92)은 이미 강세라 신규 진입 시 차별화 필요. 수요 대비 소비가 꾸준히 밖으로 샘 — 빠진 필수업종을 채우는 근린형 진입.",,20188.158333333333,1135.0833333333333,0.0570587627801301,0.2406279045750284,0.2721225857311785,0.1700394166338195,139154099.0,0.8419811320754716,0.0,72.0,126.90930517370276,37.46006739908837
금천구,11545710,시흥5동,생활압박형,1,"롯데캐슬골드파크1~3차(주상복합), 벽산1·5단지, 남서울힐스테이트",신축복합몰·개발호재형,근린주거형,"1호선 금천구청역, 독산역, 신안산선 개통 예정 호재","롯데캐슬골드파크(롯데마트/홈플러스) 중심 현대화, 금천구청 행정타운, 신안산선 미래가치","노후 철공소/유통상가 혼재, 1호선 지상철 소음, 서부간선도로 정체","신축 주거지 3040 맞벌이 가족, 지역 토착 서민층",#역세권공백 #몰세권 #교통호재,#가성비선호 #야간소비 #3040맞벌이 #신축입주,#교통정체 #노후상권 #공업지대혼재 #소비유출,"마트 연계 근린식음, 가족형 병원, 생활밀착 프랜차이즈, 피트니스","초고가 사치재, 청년 트렌드 전용 팝업","[데이터] 의류·잡화 편집숍 / 학원·스터디카페·키즈교육  [현장키워드] 마트 연계 근린식음, 가족형 병원, 생활밀착 프랜차이즈, 피트니스","의류·신발(×0.51), 교육(×0.65)","생활용품(×3.79), 유흥(×1.81)",롯데캐슬골드파크 대단지 조성과 신안산선 호재로 상권 체질이 급격히 개선 중인 서남부 상권,저평가,안정(저평가),② 유출보완형 기회,63.3,77.0,0.5224121031680303,-1688285621.881122,0.0233096569866648,"[근린주거형] 인구·인프라로 본 기대소비 대비 실제 ×0.52 (분기 약 17억 원 밑돎, 추세 보합). 유사 원형 동 대비 의류·신발(×0.51), 교육(×0.65) 비중이 낮아 해당 업종 공급 여지. 생활용품(×3.79), 유흥(×1.81)은 이미 강세라 신규 진입 시 차별화 필요. 수요 대비 소비가 꾸준히 밖으로 샘 — 빠진 필수업종을 채우는 근린형 진입.",,18845.52,1107.1666666666667,0.0528981119612484,0.2321241812076842,0.2682874813393047,0.2168111537641288,158427139.0,0.6627358490566038,0.0,106.0,126.91236037124509,37.44746453361467
노원구,11350560,월계1동,생활압박형,1,-,대단지·생활근린형,근린주거형,지하철 및 시내버스 대중교통 이용 원활,안정적인 주거 배후수요를 갖춘 생활 밀착형 상권,외부 유입 한계 및 자체 배후수요 의존도 높음,다인 가구 및 일반 중장년·가족 단위 거주,#역세권공백 #대학가,#가성비선호,#외부유입한계,"편의점, 베이커리, 중소형 마트, 근린의원(내과/치과)","고가 사치재, 외지인 유입 중심 대형 매장","[데이터] 생활용품·무인점포·세탁 / 의류·잡화 편집숍  [현장키워드] 편의점, 베이커리, 중소형 마트, 근린의원(내과/치과)","생활용품(×0.34), 의류·신발(×0.58)","유흥(×2.07), 여가·문화(×1.48)",월계1동 일대 안정적인 주거 배후지를 중심으로 형성된 근린 생활 상권,기대수준,안정(초과),④ 검증·포화형,,,1.079685135321125,399798092.256774,-0.0003182786602699,"[근린주거형] 인구·인프라로 본 기대소비 대비 실제 ×1.08 (분기 약 4억 원 웃돎, 추세 보합). 유사 원형 동 대비 생활용품(×0.34), 의류·신발(×0.58) 비중이 낮아 해당 업종 공급 여지. 유흥(×2.07), 여가·문화(×1.48)은 이미 강세라 신규 진입 시 차별화 필요. 수요는 검증됐지만 경쟁 치열 — 차별화 콘셉트 없으면 비추천.",,20547.879166666666,1212.75,0.0615804345707882,0.2903634414888434,0.3631633204064601,0.1829183643414658,174087257.0,0.6226415094339622,0.0,159.0,127.0582341631986,37.62188938530012
노원구,11350570,월계2동,알뜰안정형,3,-,대단지·생활근린형,학원가·에듀형,지하철 및 시내버스 대중교통 이용 원활,안정적인 주거 배후수요를 갖춘 생활 밀착형 상권,외부 유입 한계 및 자체 배후수요 의존도 높음,다인 가구 및 일반 중장년·가족 단위 거주,#역세권 #대학가,,#외부유입한계,"편의점, 베이커리, 중소형 마트, 근린의원(내과/치과)","고가 사치재, 외지인 유입 중심 대형 매장","[데이터] 생활용품·무인점포·세탁 / 피트니스·필라테스·키즈카페·공방  [현장키워드] 편의점, 베이커리, 중소형 마트, 근린의원(내과/치과)","생활용품(×0.36), 여가·문화(×0.44)",식료품(×1.49),월계2동 일대 안정적인 주거 배후지를 중심으로 형성된 근린 생활 상권,기대수준,떠오르는 잠재상권,① 선점형 기회,63.5,74.0,0.8552203485442733,-317750498.26680875,0.0599702386180675,"[학원가·에듀형] 인구·인프라로 본 기대소비 대비 실제 ×0.86 (분기 약 3억 원 밑돎, 추세 개선). 유사 원형 동 대비 생활용품(×0.36), 여가·문화(×0.44) 비중이 낮아 해당 업종 공급 여지. 식료품(×1.49)은 이미 강세라 신규 진입 시 차별화 필요. 기대보다 덜 쓰지만 격차가 줄어드는 중 — 임대료 오르기 전 진입 적기.",,22884.17916666667,37.333333333333336,0.0011379242691779,0.2191877575044143,0.2796961627450124,0.185231588597372,314200953.0,0.2759433962264151,1.0,136.0,127.05129877305738,37.63397483256615
노원구,11350580,월계3동,알뜰안정형,3,-,대단지·생활근린형,근린주거형,지하철 및 시내버스 대중교통 이용 원활,안정적인 주거 배후수요를 갖춘 생활 밀착형 상권,외부 유입 한계 및 자체 배후수요 의존도 높음,다인 가구 및 일반 중장년·가족 단위 거주,#다중역세권,#주말나들이,#외부유입한계 #소비위축추세 #경쟁과열가능,"편의점, 베이커리, 중소형 마트, 근린의원(내과/치과)","고가 사치재, 외지인 유입 중심 대형 매장","[데이터] 생활용품·무인점포·세탁 / 의원(내과·소아과·치과)·약국  [현장키워드] 편의점, 베이커리, 중소형 마트, 근린의원(내과/치과)","생활용품(×0.08), 의료비(×0.18)",식료품(×2.53),월계3동 일대 안정적인 주거 배후지를 중심으로 형성된 근린 생활 상권,초과달성,식어가는 강세상권,⑤ 경고(둔화),,,2.671800927530821,4437213963.484108,-0.0570601667562616,"[근린주거형] 인구·인프라로 본 기대소비 대비 실제 ×2.67 (분기 약 44억 원 웃돎, 추세 악화). 유사 원형 동 대비 생활용품(×0.08), 의료비(×0.18) 비중이 낮아 해당 업종 공급 여지. 식료품(×2.53)은 이미 강세라 신규 진입 시 차별화 필요. 강세였으나 식는 중 — 신규 진입 보수적, 업종 전환 수요 관찰.",,27420.49666666667,81.91666666666667,0.0034817729187702,0.258417186031127,0.3182669964770257,0.1504272543287609,403325496.0,0.0919811320754716,2.0,135.0,127.0647382826748,37.62441777008031
노원구,11350595,공릉1동,생활압박형,1,-,대단지·생활근린형,광역집객·관광형,지하철 및 시내버스 대중교통 이용 원활,안정적인 주거 배후수요를 갖춘 생활 밀착형 상권,외부 유입 한계 및 자체 배후수요 의존도 높음,다인 가구 및 일반 중장년·가족 단위 거주,#다중역세권 #집객시설밀집,#가성비선호,#외부유입한계,"편의점, 베이커리, 중소형 마트, 근린의원(내과/치과)","고가 사치재, 외지인 유입 중심 대형 매장","[데이터] 학원·스터디카페·키즈교육  [현장키워드] 편의점, 베이커리, 중소형 마트, 근린의원(내과/치과)",교육(×0.45),,공릉1동 일대 안정적인 주거 배후지를 중심으로 형성된 근린 생활 상권,기대수준,안정(초과),④ 검증·포화형,,,1.1493042656495018,1736939656.9120083,0.0380940042132639,"[광역집객·관광형] 인구·인프라로 본 기대소비 대비 실제 ×1.15 (분기 약 17억 원 웃돎, 추세 보합). 유사 원형 동 대비 교육(×0.45) 비중이 낮아 해당 업종 공급 여지. 수요는 검증됐지만 경쟁 치열 — 차별화 콘셉트 없으면 비추천.",,32781.99333333333,8960.583333333334,0.1686643121332628,0.3208098111738369,0.3751848163905736,0.2416294016475061,179781904.0,0.5070754716981132,3.0,211.0,127.07255425519504,37.62421500596216
노원구,11350600,공릉2동,알뜰안정형,3,-,대단지·생활근린형,근린주거형,지하철 및 시내버스 대중교통 이용 원활,안정적인 주거 배후수요를 갖춘 생활 밀착형 상권,외부 유입 한계 및 자체 배후수요 의존도 높음,다인 가구 및 일반 중장년·가족 단위 거주,#역세권 #집객시설밀집 #의료허브 #대학가,,#외부유입한계 #경쟁과열가능,"편의점, 베이커리, 중소형 마트, 근린의원(내과/치과)","고가 사치재, 외지인 유입 중심 대형 매장","[데이터] 의류·잡화 편집숍 / 의원(내과·소아과·치과)·약국  [현장키워드] 편의점, 베이커리, 중소형 마트, 근린의원(내과/치과)","의류·신발(×0.40), 의료비(×0.66)","여가·문화(×2.31), 교육(×1.99)",공릉2동 일대 안정적인 주거 배후지를 중심으로 형성된 근린 생활 상권,초과달성,안정(초과),④ 검증·포화형,,,1.808509375281172,3773425538.894578,0.0174955302447753,"[근린주거형] 인구·인프라로 본 기대소비 대비 실제 ×1.81 (분기 약 38억 원 웃돎, 추세 보합). 유사 원형 동 대비 의류·신발(×0.40), 의료비(×0.66) 비중이 낮아 해당 업종 공급 여지. 여가·문화(×2.31), 교육(×1.99)은 이미 강세라 신규 진입 시 차별화 필요. 수요는 검증됐지만 경쟁 치열 — 차별화 콘셉트 없으면 비추천.",,37499.96083333334,1394.6666666666667,0.0248823458428864,0.296850488717268,0.4063179971162668,0.15157923712151,298785366.0,0.3679245283018867,1.0,271.0,127.09431289674852,37.63162374762954
노원구,11350611,하계1동,알뜰안정형,3,-,대단지·생활근린형,근린주거형,지하철 및 시내버스 대중교통 이용 원활,안정적인 주거 배후수요를 갖춘 생활 밀착형 상권,외부 유입 한계 및 자체 배후수요 의존도 높음,다인 가구 및 일반 중장년·가족 단위 거주,#역세권공백 #의료허브 #대학가,,#외부유입한계 #경쟁과열가능,"편의점, 베이커리, 중소형 마트, 근린의원(내과/치과)","고가 사치재, 외지인 유입 중심 대형 매장","[데이터] 생활용품·무인점포·세탁 / 주점·이자카야·노래방  [현장키워드] 편의점, 베이커리, 중소형 마트, 근린의원(내과/치과)","생활용품(×0.07), 유흥(×0.11)",식료품(×1.54),하계1동 일대 안정적인 주거 배후지를 중심으로 형성된 근린 생활 상권,초과달성,안정(초과),④ 검증·포화형,,,2.0227942567507853,3676575609.828933,0.0258641469347725,"[근린주거형] 인구·인프라로 본 기대소비 대비 실제 ×2.02 (분기 약 37억 원 웃돎, 추세 보합). 유사 원형 동 대비 생활용품(×0.07), 유흥(×0.11) 비중이 낮아 해당 업종 공급 여지. 식료품(×1.54)은 이미 강세라 신규 진입 시 차별화 필요. 수요는 검증됐지만 경쟁 치열 — 차별화 콘셉트 없으면 비추천.",,23857.485,693.5,0.0380434782608695,0.2741503368034292,0.2881724931965669,0.1777194892191752,319439476.0,0.2570754716981132,0.0,133.0,127.07507206853384,37.63851207605814
노원구,11350612,하계2동,알뜰안정형,3,-,대단지·생활근린형,학원가·에듀형,지하철 및 시내버스 대중교통 이용 원활,안정적인 주거 배후수요를 갖춘 생활 밀착형 상권,외부 유입 한계 및 자체 배후수요 의존도 높음,다인 가구 및 일반 중장년·가족 단위 거주,#역세권,,#외부유입한계 #소비유출,"편의점, 베이커리, 중소형 마트, 근린의원(내과/치과)","고가 사치재, 외지인 유입 중심 대형 매장","[데이터] 의원(내과·소아과·치과)·약국  [현장키워드] 편의점, 베이커리, 중소형 마트, 근린의원(내과/치과)",의료비(×0.06),"생활용품(×2.63), 의류·신발(×2.26)",하계2동 일대 안정적인 주거 배후지를 중심으로 형성된 근린 생활 상권,저평가,떠오르는 잠재상권,① 선점형 기회,67.7,51.0,0.5964214406697396,-476528985.8988966,0.0503398278850115,"[학원가·에듀형] 인구·인프라로 본 기대소비 대비 실제 ×0.60 (분기 약 5억 원 밑돎, 추세 개선). 유사 원형 동 대비 의료비(×0.06) 비중이 낮아 해당 업종 공급 여지. 생활용품(×2.63), 의류·신발(×2.26)은 이미 강세라 신규 진입 시 차별화 필요. 기대보다 덜 쓰지만 격차가 줄어드는 중 — 임대료 오르기 전 진입 적기.",,18543.5875,0.0,0.0,0.2373979160799774,0.292175635523275,0.1002399031583581,430000223.0,0.1179245283018868,1.0,67.0,127.06496276368706,37.63504928301639
노원구,11350619,중계본동,알뜰안정형,3,"중계그린, 중계주공5단지, 중계무지개, 중계건영3차",강북학원가·청정에듀형,학원가·에듀형,"7호선 중계역, 은행사거리(동북선 경전철 예정)","강북의 대치동이라 불리는 '은행사거리 학원가' 독점 배후, 유흥업소 전무한 청정 환경, 대규모 아파트 벨트","현재 지하철역이 멀어 버스 의존(동북선 개통 대기), 객단가 제한(가성비 선호 성향), 밤 10시 픽업 교통체증","초·중·고 학부모 및 수험생, 안정적 은퇴 시니어",#역세권공백 #교통호재,#야간소비 #주말나들이 #학원가·학군,#경쟁과열가능,"대형 스터디카페, 가성비 분식/토스트/버거, 안경점, 서점/문구, 서민형 치과/한의원","룸살롱/나이트/모텔 등 유흥시설 절대불가, 초고가 명품/파인다이닝","[데이터] 생활용품·무인점포·세탁 / 의류·잡화 편집숍  [현장키워드] 대형 스터디카페, 가성비 분식/토스트/버거, 안경점, 서점/문구, 서민형 치과/한의원","생활용품(×0.14), 의류·신발(×0.40)",교육(×1.65),유흥가 없이 10대 수험생과 학부모의 학원 관련 소비가 안정적으로 뒷받침되는 강북 1위 에듀 상권,초과달성,성장하는 강세상권,③ 확장형,,,1.830432413784228,2886597390.352951,0.099466432565461,"[학원가·에듀형] 인구·인프라로 본 기대소비 대비 실제 ×1.83 (분기 약 29억 원 웃돎, 추세 개선). 유사 원형 동 대비 생활용품(×0.14), 의류·신발(×0.40) 비중이 낮아 해당 업종 공급 여지. 교육(×1.65)은 이미 강세라 신규 진입 시 차별화 필요. 이미 강하고 더 커지는 중 — 핵심가 대신 2선 입지·배후 골목 공략.",,19556.819166666664,757.8333333333334,0.0356336805555555,0.1972222222222222,0.2495751911639762,0.0790431180968564,302852523.0,0.5943396226415094,0.0,95.0,127.08601711008188,37.64863166312262
노원구,11350621,중계1동,알뜰안정형,3,"중계그린, 중계주공5단지, 중계무지개, 중계건영3차",강북학원가·청정에듀형,학원가·에듀형,"7호선 중계역, 은행사거리(동북선 경전철 예정)","강북의 대치동이라 불리는 '은행사거리 학원가' 독점 배후, 유흥업소 전무한 청정 환경, 대규모 아파트 벨트","현재 지하철역이 멀어 버스 의존(동북선 개통 대기), 객단가 제한(가성비 선호 성향), 밤 10시 픽업 교통체증","초·중·고 학부모 및 수험생, 안정적 은퇴 시니어",#역세권공백 #교통호재,#야간소비 #학원가·학군,#경쟁과열가능,"대형 스터디카페, 가성비 분식/토스트/버거, 안경점, 서점/문구, 서민형 치과/한의원","룸살롱/나이트/모텔 등 유흥시설 절대불가, 초고가 명품/파인다이닝","[데이터] 식자재마트·정육·반찬가게 / 의원(내과·소아과·치과)·약국  [현장키워드] 대형 스터디카페, 가성비 분식/토스트/버거, 안경점, 서점/문구, 서민형 치과/한의원","식료품(×0.58), 의료비(×0.71)","생활용품(×6.92), 교육(×1.91)",유흥가 없이 10대 수험생과 학부모의 학원 관련 소비가 안정적으로 뒷받침되는 강북 1위 에듀 상권,초과달성,성장하는 강세상권,③ 확장형,,,1.5235813457365053,1590308472.9238248,0.1080505349066971,"[학원가·에듀형] 인구·인프라로 본 기대소비 대비 실제 ×1.52 (분기 약 16억 원 웃돎, 추세 개선). 유사 원형 동 대비 식료품(×0.58), 의료비(×0.71) 비중이 낮아 해당 업종 공급 여지. 생활용품(×6.92), 교육(×1.91)은 이미 강세라 신규 진입 시 차별화 필요. 이미 강하고 더 커지는 중 — 핵심가 대신 2선 입지·배후 골목 공략.",,19217.57083333333,1176.5,0.0449882209894368,0.1774070978037844,0.2335948459500182,0.0753239465890788,588563712.0,0.1226415094339622,0.0,85.0,127.0737013104592,37.650144641816766
노원구,11350624,중계4동,알뜰안정형,3,"중계그린, 중계주공5단지, 중계무지개, 중계건영3차",강북학원가·청정에듀형,근린주거형,"7호선 중계역, 은행사거리(동북선 경전철 예정)","강북의 대치동이라 불리는 '은행사거리 학원가' 독점 배후, 유흥업소 전무한 청정 환경, 대규모 아파트 벨트","현재 지하철역이 멀어 버스 의존(동북선 개통 대기), 객단가 제한(가성비 선호 성향), 밤 10시 픽업 교통체증","초·중·고 학부모 및 수험생, 안정적 은퇴 시니어",#역세권공백 #교통호재,#야간소비 #학원가·학군,#경쟁과열가능,"대형 스터디카페, 가성비 분식/토스트/버거, 안경점, 서점/문구, 서민형 치과/한의원","룸살롱/나이트/모텔 등 유흥시설 절대불가, 초고가 명품/파인다이닝","[데이터] 의류·잡화 편집숍 / 피트니스·필라테스·키즈카페·공방  [현장키워드] 대형 스터디카페, 가성비 분식/토스트/버거, 안경점, 서점/문구, 서민형 치과/한의원","의류·신발(×0.36), 여가·문화(×0.72)",,유흥가 없이 10대 수험생과 학부모의 학원 관련 소비가 안정적으로 뒷받침되는 강북 1위 에듀 상권,초과달성,성장하는 강세상권,③ 확장형,,,1.72664268845058,2672449027.035743,0.0595246601930151,"[근린주거형] 인구·인프라로 본 기대소비 대비 실제 ×1.73 (분기 약 27억 원 웃돎, 추세 개선). 유사 원형 동 대비 의류·신발(×0.36), 여가·문화(×0.72) 비중이 낮아 해당 업종 공급 여지. 이미 강하고 더 커지는 중 — 핵심가 대신 2선 입지·배후 골목 공략.",,18215.69,1177.3333333333333,0.0625719368002511,0.2145024589306267,0.2672936377542348,0.1562098464676222,296200668.0,0.1273584905660377,0.0,81.0,127.0825162344982,37.65936486322478
노원구,11350625,중계2·3동,알뜰안정형,3,"중계그린, 중계주공5단지, 중계무지개, 중계건영3차",강북학원가·청정에듀형,근린주거형,"7호선 중계역, 은행사거리(동북선 경전철 예정)","강북의 대치동이라 불리는 '은행사거리 학원가' 독점 배후, 유흥업소 전무한 청정 환경, 대규모 아파트 벨트","현재 지하철역이 멀어 버스 의존(동북선 개통 대기), 객단가 제한(가성비 선호 성향), 밤 10시 픽업 교통체증","초·중·고 학부모 및 수험생, 안정적 은퇴 시니어",#역세권 #교통호재,#학원가·학군,#경쟁과열가능,"대형 스터디카페, 가성비 분식/토스트/버거, 안경점, 서점/문구, 서민형 치과/한의원","룸살롱/나이트/모텔 등 유흥시설 절대불가, 초고가 명품/파인다이닝","[데이터] 의원(내과·소아과·치과)·약국 / 음식점·카페·배달전문점  [현장키워드] 대형 스터디카페, 가성비 분식/토스트/버거, 안경점, 서점/문구, 서민형 치과/한의원","의료비(×0.41), 음식(×0.50)","식료품(×2.07), 생활용품(×1.63)",유흥가 없이 10대 수험생과 학부모의 학원 관련 소비가 안정적으로 뒷받침되는 강북 1위 에듀 상권,초과달성,안정(초과),④ 검증·포화형,,,2.797088690773249,6123225118.808235,-0.0235114151809962,"[근린주거형] 인구·인프라로 본 기대소비 대비 실제 ×2.80 (분기 약 61억 원 웃돎, 추세 보합). 유사 원형 동 대비 의료비(×0.41), 음식(×0.50) 비중이 낮아 해당 업종 공급 여지. 식료품(×2.07), 생활용품(×1.63)은 이미 강세라 신규 진입 시 차별화 필요. 수요는 검증됐지만 경쟁 치열 — 차별화 콘셉트 없으면 비추천.",,30947.11666666667,1117.5,0.0367362008491785,0.2300781490369823,0.2799802436615081,0.1741452090879157,319511608.0,0.0377358490566037,1.0,142.0,127.06589918224572,37.64343693097218
노원구,11350630,상계1동,알뜰안정형,3,"상계주공1~16단지, 노원센트럴푸르지오",대규모베드타운·중심환승형,근린주거형,"4·7호선 환승 노원역, 상계역, 당고개역","노원역 중심상업지의 거대한 유동인구, 롯데백화점 노원점, 상계주공 4만 세대 베드타운 배후","노원역 인근 유흥주점 밀집에 따른 야간 소음/환경 저하, 아파트 노후화(재건축 대기) 주차난","다양한 연령층(20대 청년, 서민 가족, 고령 독거노인)",#역세권 #집객시설밀집 #환승요충지 #주차난 #몰세권,#야간소비 #주말나들이 #고령층,#유흥가소음 #노후상권 #정비사업·공사,"저가 대용량 커피(메가/컴포즈), 가성비 고깃집, 생활용품 다이소형 매장, 정형외과/통증의학과","초고가 오마카세, 프리미엄 가구점","[데이터] 의류·잡화 편집숍 / 의원(내과·소아과·치과)·약국  [현장키워드] 저가 대용량 커피(메가/컴포즈), 가성비 고깃집, 생활용품 다이소형 매장, 정형외과/통증의학과","의류·신발(×0.36), 의료비(×0.67)","생활용품(×2.08), 음식(×1.51)",노원역 환승 상권의 막강한 유흥·쇼핑 트래픽과 방대한 주공아파트 서민 배후수요가 결합된 상권,기대수준,안정(초과),④ 검증·포화형,,,1.2670515511669482,1949627213.4018145,0.0240259840259034,"[근린주거형] 인구·인프라로 본 기대소비 대비 실제 ×1.27 (분기 약 19억 원 웃돎, 추세 보합). 유사 원형 동 대비 의류·신발(×0.36), 의료비(×0.67) 비중이 낮아 해당 업종 공급 여지. 생활용품(×2.08), 음식(×1.51)은 이미 강세라 신규 진입 시 차별화 필요. 수요는 검증됐지만 경쟁 치열 — 차별화 콘셉트 없으면 비추천.",,35067.94583333333,3614.5,0.0978986805668675,0.2428462833251886,0.2882186130445991,0.125728853369998,227647807.0,0.5424528301886793,1.0,190.0,127.06511826338296,37.683386860842326
노원구,11350640,상계2동,생활압박형,1,"상계주공1~16단지, 노원센트럴푸르지오",대규모베드타운·중심환승형,근린주거형,"4·7호선 환승 노원역, 상계역, 당고개역","노원역 중심상업지의 거대한 유동인구, 롯데백화점 노원점, 상계주공 4만 세대 베드타운 배후","노원역 인근 유흥주점 밀집에 따른 야간 소음/환경 저하, 아파트 노후화(재건축 대기) 주차난","다양한 연령층(20대 청년, 서민 가족, 고령 독거노인)",#다중역세권 #집객시설밀집 #환승요충지 #주차난 #몰세권,#야간소비 #주말나들이 #고령층,#유흥가소음 #노후상권 #정비사업·공사 #경쟁과열가능,"저가 대용량 커피(메가/컴포즈), 가성비 고깃집, 생활용품 다이소형 매장, 정형외과/통증의학과","초고가 오마카세, 프리미엄 가구점","[데이터] 식자재마트·정육·반찬가게 / 학원·스터디카페·키즈교육  [현장키워드] 저가 대용량 커피(메가/컴포즈), 가성비 고깃집, 생활용품 다이소형 매장, 정형외과/통증의학과","식료품(×0.33), 교육(×0.51)","여가·문화(×5.46), 유흥(×2.37)",노원역 환승 상권의 막강한 유흥·쇼핑 트래픽과 방대한 주공아파트 서민 배후수요가 결합된 상권,초과달성,안정(초과),④ 검증·포화형,,,2.5306292610778467,12448824207.05709,-0.020863365973852,"[근린주거형] 인구·인프라로 본 기대소비 대비 실제 ×2.53 (분기 약 124억 원 웃돎, 추세 보합). 유사 원형 동 대비 식료품(×0.33), 교육(×0.51) 비중이 낮아 해당 업종 공급 여지. 여가·문화(×5.46), 유흥(×2.37)은 이미 강세라 신규 진입 시 차별화 필요. 수요는 검증됐지만 경쟁 치열 — 차별화 콘셉트 없으면 비추천.",,18272.241666666665,1713.75,0.0906045537817325,0.2639623135304894,0.3050978657525157,0.1540970916731173,214606401.0,0.4575471698113207,2.0,182.0,127.0671007928886,37.65665367440116
